tractor_id,g,r,z,fwhm_or_rhalf,redshift
519695-1468,22.568815231323242,22.08553123474121,21.59764289855957,1.6027559041976929,1.4994242191314697
519695-1414,22.719253540039062,22.428325653076172,21.621227264404297,0.7912578582763672,0.9745230078697205
519695-1584,22.95728874206543,22.54348373413086,22.06781768798828,1.6096843481063843,0.887302041053772
519697-2875,22.394649505615234,21.580961227416992,20.692649841308594,0.5,0.6576846241950989
519696-2472,22.834102630615234,22.529870986938477,21.96768569946289,1.644628643989563,0.7280763983726501
519696-2413,21.97300910949707,20.91671371459961,19.85259246826172,0.5,0.668253481388092
519696-2378,22.404254913330078,21.766279220581055,20.520893096923828,0.5,0.11071021854877472
519696-2757,22.32785987854004,21.786020278930664,20.96734046936035,0.5,0.7396438717842102
519696-2528,22.622398376464844,22.246505737304688,21.427833557128906,0.5,0.9974841475486755
519696-2983,22.903902053833008,22.55489730834961,21.533084869384766,1.7219648361206055,0.8789224028587341
519696-2562,22.7690486907959,22.307937622070312,21.604928970336914,0.8284175992012024,0.9071280360221863
519695-2746,22.825740814208984,22.048805236816406,21.09916877746582,0.5,0.7787644863128662
519695-2822,22.915536880493164,22.454265594482422,21.71802520751953,0.5,1.0143167972564697
519695-2660,22.549619674682617,21.73837661743164,20.62750816345215,0.7929112315177917,0.7919442653656006
519695-2788,21.89457130432129,21.61503028869629,21.174434661865234,1.7821162939071655,0.7928100824356079
519695-2435,22.16231346130371,21.36333465576172,20.27001190185547,1.1669973134994507,0.8465765118598938
519697-3919,22.867435455322266,22.024133682250977,20.789108276367188,1.6126846075057983,0.7417369484901428
520880-318,22.82813262939453,22.44356918334961,21.47513198852539,1.0985418558120728,0.5550012588500977
519697-3803,22.434974670410156,21.67698097229004,20.668590545654297,0.8573770523071289,0.7619776129722595
519697-3918,22.535797119140625,21.515514373779297,20.61858367919922,0.9285339713096619,0.6486135721206665
519697-4012,22.63901138305664,21.532228469848633,20.317476272583008,1.0272334814071655,0.7658335566520691
519697-3382,22.471590042114258,21.417442321777344,20.098674774169922,0.8323076963424683,0.7174778580665588
520880-189,22.560638427734375,21.868427276611328,20.797712326049805,0.8928618431091309,0.9104167819023132
519696-3574,22.89677619934082,22.447811126708984,21.843975067138672,1.6522310972213745,0.7615123987197876
519696-3257,22.956851959228516,22.709857940673828,21.91497039794922,0.5,0.05078170448541641
519696-3112,22.120670318603516,21.195171356201172,20.3310546875,0.7927650809288025,0.6713541150093079
519696-3606,22.91118621826172,22.316553115844727,21.29014015197754,1.6570358276367188,0.8469203114509583
520879-245,22.605192184448242,22.017438888549805,21.084884643554688,0.837245523929596,0.8651108145713806
519695-2985,22.892650604248047,22.431053161621094,21.27401351928711,0.9039758443832397,1.0242668390274048
519695-3239,22.960010528564453,22.593080520629883,21.68509292602539,1.6662044525146484,1.099002480506897
519695-3121,22.91265296936035,22.047359466552734,21.156579971313477,0.5,0.6874003410339355
519695-3496,22.643348693847656,21.934967041015625,20.56016731262207,1.0442719459533691,0.9010778069496155
520878-206,22.078689575195312,21.563798904418945,20.65402603149414,1.3691569566726685,1.1601907014846802
519695-3186,22.430850982666016,21.666675567626953,20.894956588745117,1.6232982873916626,0.8684686422348022
519695-3006,22.90896987915039,22.51641273498535,21.812625885009766,0.5,1.079571008682251
520878-194,23.02361297607422,22.249563217163086,20.86684226989746,0.9503362774848938,0.8818098306655884
519695-3362,22.246578216552734,21.622962951660156,20.58028221130371,1.117905616760254,0.8713454604148865
519695-3338,22.673892974853516,22.246665954589844,21.463726043701172,0.5,1.0165714025497437
519694-2513,22.801372528076172,22.111358642578125,21.38777732849121,1.0818780660629272,0.8528565168380737
519694-2485,22.44769859313965,21.739749908447266,20.782346725463867,1.9227681159973145,0.8112305402755737
520879-634,22.97416877746582,22.439794540405273,21.41889190673828,0.5,0.9985206127166748
520879-829,22.684669494628906,21.956174850463867,20.899642944335938,0.8240146040916443,0.8671916127204895
520879-1299,22.691925048828125,21.827747344970703,20.90736198425293,0.6777036786079407,0.7571232914924622
520879-1275,22.544097900390625,22.1173095703125,21.43442153930664,1.5692715644836426,0.7430944442749023
520878-919,22.99726104736328,21.991167068481445,20.935752868652344,0.5,0.7618160247802734
520878-1096,22.90991973876953,22.079809188842773,20.971302032470703,0.5,0.717100977897644
520880-2128,22.136079788208008,21.878246307373047,21.30988883972168,0.5,1.0426896810531616
520880-1517,22.92148780822754,22.466068267822266,21.43207359313965,0.5,0.852083683013916
520880-1327,22.48035430908203,21.725982666015625,20.96063232421875,0.8068950176239014,0.7884864807128906
520880-1726,22.544557571411133,21.890247344970703,20.82930564880371,0.5,1.130828619003296
520880-2100,23.02484703063965,22.405107498168945,21.61054229736328,0.5,0.846129834651947
520880-1727,22.903186798095703,22.359132766723633,21.55404281616211,0.5,0.7747523188591003
520879-1791,22.661239624023438,22.42877960205078,21.765491485595703,0.5,0.9084860682487488
520879-1858,22.907535552978516,22.58049774169922,21.768203735351562,0.5,0.8813309669494629
520879-1435,22.240808486938477,21.34592056274414,20.325912475585938,0.9906631112098694,0.7709590196609497
520879-1978,22.765594482421875,22.394149780273438,21.6309814453125,1.684691071510315,0.7914826273918152
520879-1868,22.704639434814453,22.48914909362793,21.427030563354492,1.66013765335083,0.9089392423629761
520879-1650,22.574462890625,21.808378219604492,20.908458709716797,0.5,0.7712624669075012
520879-1500,22.960329055786133,22.683650970458984,21.177936553955078,0.5,0.8810665607452393
520878-1511,22.35470199584961,21.811325073242188,20.85153579711914,0.5,1.0692651271820068
520878-1251,22.58359718322754,22.15040397644043,21.055543899536133,0.5,0.884827196598053
520878-1304,22.963655471801758,22.38381576538086,21.819007873535156,1.5396380424499512,0.8219231367111206
520878-1691,22.124521255493164,21.19256591796875,20.215255737304688,1.6485075950622559,0.685326337814331
520878-1276,22.913171768188477,22.635986328125,21.74431610107422,0.5,0.9353989362716675
520878-1729,22.663951873779297,22.140663146972656,21.347570419311523,0.5,0.8528990745544434
520878-1234,22.54316520690918,21.92926025390625,20.417652130126953,1.1024935245513916,0.854703962802887
520880-2331,22.206275939941406,21.20608139038086,20.108736038208008,1.0636636018753052,0.6351248621940613
520880-3095,22.711467742919922,22.367725372314453,21.3599853515625,0.5,1.0348070859909058
520880-2242,21.8527774810791,21.037250518798828,20.074054718017578,0.8269744515419006,0.7884899973869324
520880-2537,22.370927810668945,21.59588623046875,20.40981674194336,0.5,0.8111240863800049
520880-2885,22.766651153564453,21.967330932617188,20.744670867919922,0.9827697277069092,0.8778030276298523
520880-2239,22.820589065551758,22.453882217407227,21.34235191345215,0.7898826003074646,1.0655609369277954
520879-2635,22.44310188293457,21.664337158203125,20.477354049682617,0.5,0.7657281756401062
520879-2340,22.93088722229004,22.571712493896484,22.086713790893555,1.6786445379257202,0.8918032050132751
520879-2296,22.930458068847656,22.05877113342285,21.345624923706055,0.5,0.7909988760948181
520879-2849,22.63088035583496,22.316492080688477,21.687664031982422,0.5,0.7599369883537292
520879-2178,22.733497619628906,22.33424949645996,21.353809356689453,0.7809951305389404,0.8857778310775757
520878-2099,22.746517181396484,22.171329498291016,21.50358009338379,1.6168686151504517,0.7447096705436707
520879-2725,22.57953643798828,21.997509002685547,21.051786422729492,0.9805760979652405,0.6199085712432861
520878-1981,21.889808654785156,21.47970962524414,20.585918426513672,1.6109188795089722,1.0174044370651245
520878-2360,22.379255294799805,21.33600425720215,19.925445556640625,0.9375041127204895,0.8700178861618042
520878-2423,22.4605770111084,22.165462493896484,21.460294723510742,1.6231211423873901,1.2736728191375732
520878-1784,22.687074661254883,21.967390060424805,20.719118118286133,0.7098419070243835,0.8500145673751831
520878-2283,22.900426864624023,22.5301456451416,21.867027282714844,1.6191530227661133,1.1243524551391602
520878-2359,22.05532455444336,21.239290237426758,20.12335205078125,1.1641417741775513,0.7772496342658997
520880-3171,22.872398376464844,22.449371337890625,21.360546112060547,0.5,0.8462353348731995
520880-3304,22.925945281982422,22.65662384033203,21.824081420898438,0.5,0.6541327834129333
520880-3408,22.360061645507812,21.380216598510742,20.349681854248047,0.5,0.7336326241493225
520879-3409,22.376909255981445,21.91754150390625,21.367935180664062,0.5,0.7662983536720276
520879-3312,22.171260833740234,21.135669708251953,19.90614891052246,0.8276716470718384,0.7660943865776062
520879-3649,22.985450744628906,22.472393035888672,21.619651794433594,0.5,0.9086714386940002
520879-3262,22.63176727294922,22.344261169433594,21.734018325805664,1.6837924718856812,0.7922037243843079
520879-3232,22.548952102661133,21.80084228515625,20.876243591308594,0.9240952134132385,0.8870992064476013
520879-3197,22.270841598510742,21.925357818603516,21.232826232910156,0.8952285051345825,0.8002137541770935
520879-3383,22.46051788330078,21.62591552734375,20.398473739624023,1.028876543045044,0.8667221069335938
520879-3598,23.016742706298828,22.24521827697754,21.285324096679688,0.5,0.7678566575050354
520878-3273,21.800308227539062,21.223186492919922,20.4465389251709,0.827151894569397,0.1315096616744995
520878-2569,22.357601165771484,21.855600357055664,21.17131805419922,1.687778115272522,1.159032940864563
520878-2988,22.546676635742188,21.94765281677246,21.015655517578125,0.5,0.8615356087684631
520878-2901,22.698314666748047,22.182842254638672,20.96388816833496,0.9183472394943237,0.9061678647994995
520878-2746,22.43689727783203,21.62582778930664,20.687864303588867,0.6213273406028748,0.645591139793396
522059-474,22.82668113708496,21.808080673217773,20.52446174621582,1.576689600944519,0.8756356239318848
522059-442,22.710784912109375,22.42293357849121,21.712364196777344,1.7604011297225952,0.8412450551986694
522059-259,22.73129653930664,21.952295303344727,20.925247192382812,0.5,0.7104576230049133
522058-207,22.08143424987793,21.556570053100586,20.47112274169922,1.1044318675994873,1.0244812965393066
522058-516,22.09423065185547,21.265880584716797,20.224639892578125,0.9328657388687134,0.7640434503555298
522058-383,22.09062957763672,21.204784393310547,20.380475997924805,1.1045119762420654,0.7460727691650391
522058-142,22.784915924072266,22.257919311523438,21.197799682617188,0.5,0.7791302800178528
522058-244,22.883968353271484,22.576120376586914,21.814023971557617,0.5,1.193801999092102
522057-98,21.665019989013672,21.181659698486328,20.16417694091797,1.4699653387069702,0.7783089876174927
520878-3331,22.312318801879883,21.830421447753906,21.137258529663086,0.5,0.865103542804718
522057-182,22.479602813720703,22.05293846130371,20.993995666503906,0.5,0.972251832485199
522057-143,22.74390983581543,22.2495174407959,21.449176788330078,1.0373432636260986,0.8596664667129517
522057-376,22.125280380249023,21.425373077392578,20.196523666381836,2.0385384559631348,0.8089454174041748
519695-1806,22.261463165283203,22.01327896118164,21.149967193603516,0.5,0.9417624473571777
519698-1670,22.959571838378906,22.502729415893555,21.838815689086914,1.6247719526290894,1.1634564399719238
519698-1688,22.762786865234375,22.212026596069336,21.598623275756836,1.627923607826233,0.86317378282547
519698-1603,22.868728637695312,21.953872680664062,20.730627059936523,0.9384934306144714,0.8334963917732239
519698-1741,22.743743896484375,22.096569061279297,21.01726722717285,0.7327975630760193,0.834237813949585
519697-1578,22.841398239135742,22.023658752441406,20.651729583740234,0.773209810256958,0.7990828156471252
519699-1973,22.609670639038086,22.14904022216797,21.255237579345703,0.5,0.8154207468032837
519699-2034,22.90032196044922,22.26172637939453,21.246540069580078,0.5,0.9158786535263062
519699-2633,22.994081497192383,22.40273666381836,21.595687866210938,0.5,1.2690352201461792
519699-2017,22.919780731201172,22.572845458984375,21.460163116455078,0.5,1.373660683631897
519698-2299,22.58443832397461,22.11029815673828,21.146900177001953,0.9381919503211975,0.8326839804649353
519698-2134,22.57872772216797,22.303621292114258,21.750137329101562,0.5,1.1219137907028198
519698-1929,22.376445770263672,21.590383529663086,20.87141227722168,0.5,0.7329386472702026
519698-2074,22.735376358032227,21.831377029418945,20.350982666015625,0.9618749022483826,0.8428964614868164
519698-1799,22.487884521484375,21.856224060058594,20.834171295166016,0.5,0.9658005237579346
519698-2098,22.167762756347656,21.456863403320312,20.397634506225586,0.5,0.7928742170333862
519698-2061,21.979284286499023,21.394535064697266,20.769847869873047,1.6308664083480835,1.2477284669876099
519697-1876,22.83991241455078,22.618257522583008,21.839561462402344,0.5,0.8306000828742981
519697-1995,22.16352081298828,21.61613655090332,20.199748992919922,1.5813297033309937,0.940528929233551
519697-2487,22.972124099731445,22.740428924560547,22.13599395751953,1.5700162649154663,1.023654580116272
519700-3444,22.397367477416992,21.731380462646484,20.72685432434082,1.021649956703186,0.7934315800666809
519700-3278,22.475833892822266,21.748870849609375,20.95056915283203,0.7654555439949036,0.7312604188919067
519700-3311,22.452850341796875,21.860233306884766,21.069604873657227,1.07783842086792,0.7304885387420654
519700-3376,22.703292846679688,21.830766677856445,20.837602615356445,0.5,0.69838547706604
519700-2866,22.928699493408203,22.357357025146484,21.40256690979004,0.5,1.268441915512085
519699-2957,22.796615600585938,21.725786209106445,20.4864501953125,1.7287490367889404,0.7837617993354797
519699-3347,22.80355453491211,21.960411071777344,20.754728317260742,0.5,0.887313187122345
519699-3205,22.657012939453125,22.04829978942871,20.840436935424805,1.3853204250335693,0.9091280102729797
519699-3337,22.369827270507812,21.397720336914062,20.13996124267578,0.8354777693748474,0.7997269034385681
519699-3504,22.837133407592773,22.46112632751465,22.00356674194336,1.6380929946899414,0.7635825872421265
519699-2768,22.641220092773438,22.018901824951172,21.395957946777344,0.9884257316589355,0.8409390449523926
519699-3100,22.27315902709961,21.361000061035156,20.41549301147461,1.077876329421997,0.703932523727417
519698-3266,22.476778030395508,21.59371566772461,20.6223201751709,1.1343951225280762,0.7355486154556274
519698-2963,22.487876892089844,21.86663818359375,21.201841354370117,0.5,0.8636884689331055
519698-3044,22.60587501525879,21.910919189453125,21.12002182006836,0.7689973711967468,0.7728620767593384
519698-2743,22.976167678833008,21.960336685180664,20.586702346801758,1.2025209665298462,0.8609453439712524
519697-2752,22.365800857543945,21.508995056152344,20.29559326171875,0.5,0.8606148362159729
519700-3787,22.80135726928711,21.743824005126953,20.983762741088867,0.3907686173915863,0.36547574400901794
519700-3485,22.487058639526367,21.6993408203125,20.237855911254883,1.028856873512268,0.874112069606781
520882-193,22.73118782043457,22.138439178466797,21.033323287963867,0.5,0.8468114137649536
519699-3946,22.602924346923828,22.13650894165039,21.421390533447266,0.8085035085678101,0.7899059653282166
520882-134,22.812114715576172,22.577640533447266,21.761798858642578,0.5,0.7985458970069885
520882-511,22.970788955688477,22.50103759765625,21.777984619140625,0.5,1.025369644165039
520882-395,22.89031219482422,21.96549415588379,20.91473388671875,0.5,0.771774411201477
519699-4054,23.007917404174805,22.118907928466797,20.699365615844727,1.5917928218841553,0.8743154406547546
519699-3612,21.966251373291016,21.617794036865234,20.914318084716797,0.5,0.864979088306427
520882-479,22.414196014404297,21.605730056762695,20.50851821899414,0.5,0.8482293486595154
519699-3665,22.3831844329834,21.431983947753906,20.18758773803711,0.5,0.7984207272529602
519698-3968,22.709016799926758,22.39366912841797,21.785388946533203,0.5,0.14311429858207703
520881-466,22.20610809326172,21.425010681152344,20.2689151763916,0.9999789595603943,0.3539804220199585
520881-467,22.521162033081055,22.19618797302246,21.485965728759766,0.5,0.8460537195205688
519698-3991,21.72020721435547,21.321714401245117,20.744140625,1.639090895652771,0.7721325755119324
520881-73,22.939010620117188,22.686845779418945,21.792736053466797,0.7246701717376709,0.8607255816459656
519698-4021,22.958023071289062,22.19751739501953,21.21839141845703,0.5,0.7080777287483215
519698-3908,22.97402572631836,22.41682243347168,21.285072326660156,1.1989408731460571,0.959762692451477
520881-384,22.402206420898438,22.011186599731445,21.2654972076416,1.6479778289794922,0.8448140621185303
519698-3966,22.044618606567383,21.00734519958496,20.142757415771484,1.0756232738494873,0.7139455676078796
519698-3894,22.856300354003906,22.484542846679688,21.61014175415039,0.5,0.8252097368240356
519697-3668,22.31357765197754,21.414318084716797,19.897991180419922,1.304749608039856,0.7141761779785156
519697-3903,22.338550567626953,21.987850189208984,21.39910125732422,1.025067925453186,1.1103404760360718
519697-3832,22.45024871826172,21.74886703491211,20.77190589904785,0.9739259481430054,1.2729507684707642
520883-1077,22.99690055847168,22.744752883911133,21.796777725219727,0.5,1.2364007234573364
520883-991,21.638763427734375,21.02783966064453,20.126113891601562,1.5797338485717773,1.410767674446106
520883-1143,22.763643264770508,21.756696701049805,20.49974250793457,2.2805228233337402,0.8659085631370544
520882-571,22.33229637145996,21.60365867614746,20.872478485107422,1.1737749576568604,0.8063241243362427
520882-1335,22.515018463134766,22.013967514038086,21.005590438842773,0.5,0.8846216797828674
520882-1229,22.567222595214844,21.79831314086914,20.416847229003906,1.0224990844726562,0.8741468787193298
520882-882,22.821849822998047,22.404308319091797,21.593473434448242,1.5674530267715454,0.7684667110443115
520882-1329,22.322032928466797,21.47806167602539,20.37329864501953,0.5,0.8447019457817078
520882-1357,22.66240692138672,22.240711212158203,21.620786666870117,0.5,0.8629392981529236
520881-1328,22.302547454833984,21.790206909179688,21.23714828491211,1.1098922491073608,0.8599271178245544
520881-810,22.766345977783203,21.816625595092773,20.79916000366211,0.5,0.7070116400718689
520881-767,22.76769256591797,22.197477340698242,21.45493507385254,0.7411219477653503,0.8628347516059875
520881-616,22.286170959472656,21.858409881591797,21.205764770507812,1.0959086418151855,0.9512823224067688
520881-1381,22.738739013671875,22.27686309814453,21.207477569580078,0.5,0.981781542301178
520881-1362,22.739124298095703,22.276626586914062,21.57703399658203,1.5591564178466797,0.9006657004356384
520881-1145,22.963743209838867,22.41883087158203,21.90430450439453,1.6502047777175903,0.730686366558075
520881-922,22.77431869506836,22.104616165161133,21.147151947021484,1.035746693611145,0.8445944786071777
520880-1176,22.894203186035156,21.949899673461914,20.535423278808594,0.7335842251777649,0.7664331197738647
520883-1664,22.844768524169922,22.404125213623047,21.608922958374023,0.7236487865447998,0.8518518209457397
520883-1456,22.622861862182617,21.82559585571289,20.783931732177734,0.5,0.8585109114646912
520882-2052,22.240039825439453,21.459400177001953,20.676633834838867,0.5,0.7920082211494446
520882-1707,22.92469024658203,22.642940521240234,21.890579223632812,0.5,0.8014504909515381
520882-1422,22.841114044189453,22.449420928955078,21.460140228271484,0.5,0.8603975772857666
520882-1560,22.715248107910156,22.469022750854492,21.607059478759766,0.5,1.3590068817138672
520882-1986,22.84225845336914,22.431365966796875,21.424867630004883,0.5,1.1664448976516724
520881-2274,22.800447463989258,21.765663146972656,20.83422088623047,1.6587737798690796,0.6738879680633545
520881-1656,22.674480438232422,22.253433227539062,21.397743225097656,0.674379825592041,0.9410046339035034
520881-1749,22.387601852416992,21.26180648803711,19.769384384155273,0.5869382619857788,0.3627079129219055
520881-2246,23.024032592773438,21.99970054626465,21.347091674804688,0.9246934056282043,0.7675758004188538
520881-1631,22.77971076965332,22.225358963012695,21.427146911621094,1.493100643157959,1.216837763786316
520881-1935,22.758272171020508,21.880809783935547,21.043445587158203,0.5,0.7865437865257263
520881-1800,22.34164810180664,21.358261108398438,20.223804473876953,1.0732563734054565,0.7774084806442261
520881-1583,22.98832130432129,22.659900665283203,21.84955596923828,0.5,0.9123043417930603
520881-2355,22.608558654785156,22.12896156311035,21.383399963378906,0.5,1.1702271699905396
520880-2115,21.86410140991211,21.50037956237793,20.888439178466797,0.5706870555877686,0.7758490443229675
520883-2124,22.89808464050293,22.510467529296875,21.448667526245117,0.7995440363883972,0.8678838610649109
520883-2998,21.900474548339844,21.132545471191406,20.127071380615234,0.5,0.7520979642868042
520883-2189,22.797792434692383,22.24664878845215,21.440959930419922,0.9505552649497986,0.8663578629493713
520883-2098,22.76578140258789,22.494136810302734,21.949460983276367,1.6370271444320679,1.238020658493042
520883-3017,22.462726593017578,21.499191284179688,20.313690185546875,1.090048909187317,0.7192519903182983
520883-2792,22.937850952148438,22.064495086669922,21.00833511352539,0.5,0.817223072052002
520882-2710,22.398738861083984,21.84798240661621,21.222122192382812,0.5,0.7315797209739685
520882-2491,22.511709213256836,21.868741989135742,20.847274780273438,1.422369122505188,0.9808082580566406
520882-3269,22.769432067871094,22.12165069580078,21.248149871826172,1.5785365104675293,0.7793978452682495
520882-3010,22.924732208251953,22.311206817626953,21.680858612060547,0.5,0.7328948378562927
520882-2385,22.70349884033203,22.428043365478516,21.94683074951172,1.7464791536331177,1.4562041759490967
520882-3210,22.12761878967285,21.64313507080078,20.754201889038086,0.5,0.8736929297447205
520882-2801,22.213520050048828,21.621212005615234,21.088993072509766,0.5,0.7550715804100037
520881-3105,22.34328842163086,21.688879013061523,20.724132537841797,0.5,0.8516760468482971
520882-2730,22.878400802612305,22.540523529052734,21.423585891723633,0.5,0.8439905643463135
520881-2966,22.555702209472656,22.047954559326172,20.83785629272461,1.282708764076233,1.2164466381072998
520881-2520,22.325416564941406,21.446231842041016,20.6839542388916,0.5,0.7158975601196289
520881-2538,22.912391662597656,22.27625846862793,21.392623901367188,0.7946280837059021,0.7688562870025635
520881-2795,23.017072677612305,22.511268615722656,21.487234115600586,0.6852541565895081,0.9452716112136841
520881-2834,22.4910945892334,22.174346923828125,21.643657684326172,1.645879864692688,0.7617273330688477
520883-3165,22.799530029296875,22.1311092376709,21.189977645874023,0.5,0.8207933306694031
520883-3792,23.002281188964844,22.535829544067383,21.85630989074707,1.6091948747634888,0.9269151091575623
520883-3629,22.754283905029297,22.395666122436523,21.905170440673828,0.9298831224441528,1.2847188711166382
520883-3524,22.437259674072266,22.18257713317871,20.988609313964844,1.5944889783859253,0.8396564722061157
520883-3469,22.779340744018555,21.954233169555664,20.730392456054688,1.1116306781768799,0.8681223392486572
520883-3533,22.368993759155273,21.485788345336914,20.542593002319336,0.9516703486442566,0.7508916258811951
520882-3791,22.891319274902344,21.985370635986328,21.243045806884766,0.3493000864982605,0.7328318357467651
522061-199,23.005857467651367,22.377334594726562,21.207782745361328,0.5,0.7618064284324646
520882-3559,22.737199783325195,21.947031021118164,21.408466339111328,2.3855443000793457,0.7372208833694458
520882-3276,22.98295021057129,22.070270538330078,21.191326141357422,0.7593525052070618,0.7169131636619568
520882-3542,22.705171585083008,22.00550079345703,21.0244083404541,1.0354855060577393,0.7303673624992371
520882-3387,22.923479080200195,22.284452438354492,21.081256866455078,0.8245100975036621,0.8745691776275635
520882-3337,22.6273250579834,22.32802963256836,21.68320083618164,0.5,0.8766934275627136
520881-3803,22.79418182373047,22.526973724365234,21.676530838012695,1.654859185218811,0.9459117650985718
520881-3439,22.72798728942871,22.15229034423828,21.407699584960938,0.5,0.8712026476860046
520881-3913,23.013042449951172,22.120681762695312,20.563926696777344,0.7726637125015259,0.8545428514480591
520881-3809,22.497146606445312,21.761056900024414,20.650129318237305,0.5,0.8450123071670532
520881-3355,22.901527404785156,22.286575317382812,20.89488983154297,1.9465359449386597,1.1203359365463257
520881-4111,22.64162254333496,22.084583282470703,21.189029693603516,0.5,0.8550014495849609
520881-4051,22.960988998413086,22.51659393310547,21.866037368774414,0.5,1.115583062171936
520881-3786,22.89596176147461,22.446762084960938,21.672718048095703,1.6456466913223267,0.8445330858230591
520880-3857,22.958343505859375,22.376821517944336,21.524166107177734,0.8224813938140869,0.8291820287704468
522060-113,22.67867088317871,21.674182891845703,20.454978942871094,0.5,0.7670773863792419
520880-3937,22.786884307861328,22.15176010131836,21.43211555480957,0.9571104049682617,0.846295177936554
522062-916,22.77410316467285,21.88292694091797,21.046070098876953,1.2570427656173706,0.7319142818450928
522062-719,22.824003219604492,21.930889129638672,20.947834014892578,0.8185974359512329,0.717748761177063
522062-396,22.63612937927246,21.72052764892578,20.53190040588379,1.0321941375732422,0.9136542677879333
522061-846,22.911054611206055,22.346630096435547,21.133668899536133,0.5,0.8945882320404053
522061-205,22.69692611694336,21.906631469726562,20.864229202270508,0.5,0.6973629593849182
522061-790,22.522640228271484,22.041732788085938,21.14358901977539,0.5,0.9507881999015808
522061-511,22.56700897216797,21.8741397857666,20.92563819885254,0.5,0.7767781019210815
522060-239,22.764188766479492,22.432767868041992,21.350069046020508,0.5,1.165001630783081
522060-792,23.017410278320312,22.04562759399414,21.171958923339844,0.6681023836135864,0.7152302265167236
522060-265,21.927148818969727,20.968101501464844,19.912002563476562,0.9100048542022705,0.7562270760536194
522060-277,22.65140724182129,22.181005477905273,21.557262420654297,0.5,0.8604331016540527
522060-392,22.80889129638672,22.12665557861328,21.542003631591797,0.5,0.7548273205757141
522060-458,22.63502311706543,22.22496223449707,21.681596755981445,0.5,0.7759116888046265
522060-742,22.572935104370117,21.597793579101562,20.58746337890625,0.5,0.7092188000679016
522060-636,22.919769287109375,22.07071304321289,21.215824127197266,1.6679787635803223,0.8720055818557739
522060-414,22.10416030883789,21.171234130859375,19.84372901916504,2.4389631748199463,0.8558369874954224
519698-2757,22.87169647216797,22.35773468017578,21.58124542236328,1.7325844764709473,0.8192608952522278
520882-2072,22.571203231811523,22.31597137451172,21.82516098022461,1.4175721406936646,1.2808279991149902
520883-2455,22.795915603637695,22.133197784423828,21.233675003051758,0.5,0.8019089102745056
520883-3574,22.24827003479004,21.29991912841797,20.32818603515625,0.5,0.7331781387329102
522060-892,22.602750778198242,21.899385452270508,21.14969253540039,0.5,0.7155884504318237
331775-1333,22.97545623779297,22.094850540161133,20.559497833251953,0.6915137767791748,0.8634110689163208
331775-1112,22.75201988220215,22.019527435302734,20.736867904663086,0.7861505150794983,1.0150808095932007
